title,author,genre,tropes,imageUrl,synopsis,rating,ratedBy
Slewfoot,Brom,Horror,"Colonial America, Witch trials, Demon protagonist, Historical horror",https://covers.openlibrary.org/b/id/10909567-L.jpg,A young widow in Colonial Connecticut forms a pact with an ancient forest god during the witch trial era.,4.12,23456
Lost Gods,Brom,Horror,"Norse mythology, Afterlife, Search for daughter, Dark fantasy",https://covers.openlibrary.org/b/id/7235014-L.jpg,A musician dies and must navigate the Norse underworld to save his daughter's soul.,3.89,8901
Exquisite Corpse,Poppy Z. Brite,Horror,"Serial killers, Extreme horror, New Orleans, Cannibalism",https://covers.openlibrary.org/b/id/6979978-L.jpg,Two serial killers with complementary perversions form a partnership in the underbelly of New Orleans.,3.83,12345
Drawing Blood,Poppy Z. Brite,Horror,"Haunted house, Artist protagonist, Family murder, Technology horror",https://covers.openlibrary.org/b/id/7235015-L.jpg,An artist returns to the house where his family was murdered and discovers supernatural forces and a hacker on the run.,3.85,8901
The Lazarus Heart,Poppy Z. Brite,Horror,"Vampires, New Orleans, Goth culture, Apocalyptic",https://covers.openlibrary.org/b/id/6979989-L.jpg,A woman searches for meaning after her lover's death and becomes involved with vampires and an apocalyptic cult.,3.55,4567
The Value of X,Poppy Z. Brite,Horror,"Short story collection, Dark romance, Southern gothic, Various settings",https://covers.openlibrary.org/b/id/7235016-L.jpg,"A collection of dark stories exploring love, death, and horror in the American South.",3.81,2345
Wormwood,Poppy Z. Brite,Horror,"Short story collection, Gothic horror, Dark fantasy, Various themes",https://covers.openlibrary.org/b/id/6979990-L.jpg,Stories blending horror with dark fantasy and gothic sensibilities.,3.88,2345
The Devil You Know,Mike Carey,Horror,"Exorcist protagonist, London setting, Detective noir, Supernatural",https://covers.openlibrary.org/b/id/7235017-L.jpg,A freelance exorcist in London investigates a case involving a possessed girl and a demonic conspiracy.,3.85,23456
Vicious Circle,Mike Carey,Horror,"Exorcist detective, London, Werewolf, Missing ghost",https://covers.openlibrary.org/b/id/7857012-L.jpg,Felix Castor investigates the kidnapping of a ghost and uncovers a werewolf conspiracy.,3.9,12345
Dead Men's Boots,Mike Carey,Horror,"Exorcist detective, Murder mystery, Zombies, London",https://covers.openlibrary.org/b/id/7235018-L.jpg,Castor investigates the murder of a fellow exorcist and encounters zombies and dark magic.,3.93,8901
Thicker Than Water,Mike Carey,Horror,"Exorcist detective, Family, Demons, London",https://covers.openlibrary.org/b/id/7857013-L.jpg,Castor's family is threatened by a demonic force from his past.,3.98,6789
The Naming of the Beasts,Mike Carey,Horror,"Exorcist detective, Apocalyptic, Demons, London",https://covers.openlibrary.org/b/id/7235019-L.jpg,Castor must prevent a demon from destroying London and possibly the world.,4.03,6789
The Bottoms,Joe R. Lansdale,Horror,"Depression era, Texas, Serial killer, Racial tension",https://covers.openlibrary.org/b/id/7857014-L.jpg,"In 1930s East Texas, a boy and his family discover a murdered woman and become involved in catching a serial killer.",4.13,23456
A Fine Dark Line,Joe R. Lansdale,Horror,"Coming of age, 1950s Texas, Drive-in theater, Murder mystery",https://covers.openlibrary.org/b/id/7235020-L.jpg,A boy living at his family's drive-in theater investigates an old murder and uncovers dark secrets.,3.97,12345
Freezer Burn,Joe R. Lansdale,Horror,"Small town, Mummy, Comedy horror, Texas",https://covers.openlibrary.org/b/id/7857015-L.jpg,"The frozen body of a 1960s rock star is stolen from a meat locker, setting off bizarre events in a Texas town.",3.62,4567
The Drive-In,Joe R. Lansdale,Horror,"Drive-in theater, Trapped, Post-apocalyptic, Cosmic horror",https://covers.openlibrary.org/b/id/7235021-L.jpg,Moviegoers at a drive-in become trapped when the world outside transforms into a nightmare wasteland.,3.61,8901
The Drive-In 2,Joe R. Lansdale,Horror,"Sequel, Post-apocalyptic, Survival, Bizarre horror",https://covers.openlibrary.org/b/id/7857016-L.jpg,The survivors from the first book continue to struggle in the bizarre new reality of the drive-in.,3.59,4567
Savage Season,Joe R. Lansdale,Horror,"Crime horror, Buried money, East Texas, Violence",https://covers.openlibrary.org/b/id/7235022-L.jpg,Two friends search for buried money and encounter criminals and violence in East Texas.,3.93,12345
Mucho Mojo,Joe R. Lansdale,Horror,"Crime horror, Haunted house, Child murders, Texas",https://covers.openlibrary.org/b/id/7857017-L.jpg,Hap and Leonard inherit a house and discover evidence of murdered children beneath it.,3.99,8901
The Two-Bear Mambo,Joe R. Lansdale,Horror,"Crime horror, Missing person, Racism, East Texas",https://covers.openlibrary.org/b/id/7235023-L.jpg,Hap and Leonard search for a missing activist in a racist Texas town.,3.99,6789
Bad Chili,Joe R. Lansdale,Horror,"Crime horror, Police corruption, Revenge, Texas",https://covers.openlibrary.org/b/id/7857018-L.jpg,Hap and Leonard investigate the death of a policeman and uncover conspiracy and corruption.,4,6789
Rumble Tumble,Joe R. Lansdale,Horror,"Crime horror, Rescue mission, Drug dealers, Road trip",https://covers.openlibrary.org/b/id/7235024-L.jpg,Hap and Leonard travel to Oklahoma to rescue Leonard's daughter from drug dealers.,4.05,6789
Captains Outrageous,Joe R. Lansdale,Horror,"Crime horror, Kidnapping, Mexico, Action",https://covers.openlibrary.org/b/id/7857019-L.jpg,Hap and Leonard go to Mexico to rescue a client's daughter from kidnappers.,4.03,4567
Vanilla Ride,Joe R. Lansdale,Horror,"Crime horror, Mob, Witness protection, Texas",https://covers.openlibrary.org/b/id/7235025-L.jpg,Hap and Leonard must protect a woman from the mob after a job goes wrong.,4.08,4567
Devil Red,Joe R. Lansdale,Horror,"Crime horror, Meth dealers, Missing girl, East Texas",https://covers.openlibrary.org/b/id/7857020-L.jpg,Hap and Leonard investigate a missing girl case that leads them to dangerous meth dealers.,4.07,4567
Honky Tonk Samurai,Joe R. Lansdale,Horror,"Crime horror, Private investigators, Murder mystery, Texas",https://covers.openlibrary.org/b/id/7235026-L.jpg,Hap and Leonard open a private investigation agency and take on a case involving murder and conspiracy.,4.13,4567
Rusty Puppy,Joe R. Lansdale,Horror,"Crime horror, Police brutality, Racial tension, Texas",https://covers.openlibrary.org/b/id/7857021-L.jpg,Hap and Leonard investigate a case of police brutality and murder in their Texas town.,4.1,4567
Jackrabbit Smile,Joe R. Lansdale,Horror,"Crime horror, Witness protection, Hit man, Texas",https://covers.openlibrary.org/b/id/7235027-L.jpg,Hap and Leonard protect a woman from a hired killer while dealing with their own troubles.,4.13,4567
The Elephant of Surprise,Joe R. Lansdale,Horror,"Crime horror, Missing boyfriend, Conspiracy, Texas",https://covers.openlibrary.org/b/id/7857022-L.jpg,Hap and Leonard search for a missing man and uncover a complex conspiracy.,4.12,4567
Coyote Rage,Joe R. Lansdale,Horror,"Rabid coyote, Small town, Animal attack, Texas",https://covers.openlibrary.org/b/id/7235028-L.jpg,A rabid coyote terrorizes a small Texas town in this creature feature novella.,3.54,2345
The Nightrunners,Joe R. Lansdale,Horror,"Feral family, Vietnam vet, East Texas, Survival",https://covers.openlibrary.org/b/id/7857023-L.jpg,A Vietnam veteran and a young woman are hunted by a feral family in the East Texas woods.,3.79,4567
Act of Love,Joe R. Lansdale,Horror,"Serial killer, Necrophilia, Extreme horror, Texas",https://covers.openlibrary.org/b/id/7235029-L.jpg,A disturbed man's obsession leads to murder and necrophilia in this extreme horror novella.,3.56,2345
The Events at Poroth Farm,T.E.D. Klein,Horror,"Rural horror, Cthulhu mythos, Isolation, Religious sect",https://covers.openlibrary.org/b/id/6979991-L.jpg,A grad student renting a room at a remote farm becomes involved with an ancient evil.,4.05,4567
The Ceremonies,T.E.D. Klein,Horror,"Cthulhu mythos, Rural horror, Ancient ritual, Multiple POV",https://covers.openlibrary.org/b/id/7235030-L.jpg,An ancient being manipulates people in rural New Jersey to perform rituals for its awakening.,3.94,6789
Dark Gods,T.E.D. Klein,Horror,"Short story collection, Cosmic horror, Various settings, Lovecraftian",https://covers.openlibrary.org/b/id/7857024-L.jpg,"Four novellas of cosmic horror, including 'The Events at Poroth Farm.'",4.1,4567
The October Country,Ray Bradbury,Horror,"Short story collection, Autumn horror, Dark fantasy, Various themes",https://covers.openlibrary.org/b/id/7235031-L.jpg,Nineteen dark fantasy and horror stories exploring the macabre and strange.,4.18,45678
Something Wicked This Way Comes,Ray Bradbury,Horror,"Carnival horror, Small town, Coming of age, Autumn setting",https://covers.openlibrary.org/b/id/7857025-L.jpg,"A sinister carnival arrives in a small Illinois town, granting wishes with terrible prices.",4.04,123456
From the Dust Returned,Ray Bradbury,Horror,"Family of immortals, Illinois, Dark fantasy, Interconnected stories",https://covers.openlibrary.org/b/id/7235032-L.jpg,"Stories about a family of strange immortal beings living in Illinois, told through the eyes of their one mortal member.",3.85,8901
The Ceremonies at Molokai,John Shirley,Horror,"Island horror, Cult, Transformation, Hawaiian setting",https://covers.openlibrary.org/b/id/6979992-L.jpg,A journalist investigates a cult on a Hawaiian island that promises transcendence through horrific rituals.,3.24,1234
Wetbones,John Shirley,Horror,"Los Angeles, Cult, Body horror, Mind control",https://covers.openlibrary.org/b/id/7235033-L.jpg,A cult in Los Angeles uses psychic parasites to control victims and feed on their life force.,3.55,2345
Demons,John Shirley,Horror,"Interdimensional invasion, San Francisco, Demons, Apocalyptic",https://covers.openlibrary.org/b/id/7857026-L.jpg,Demons from another dimension invade Earth through a portal in San Francisco.,3.52,3456
Cellars,John Shirley,Horror,"Small town, Underground horror, Drugs, Malibu",https://covers.openlibrary.org/b/id/7235034-L.jpg,A community in Malibu's hills harbors a dark secret in their cellars that feeds on the young.,3.56,2345
In Darkness Waiting,John Shirley,Horror,"Oil rig, Underwater horror, Ancient entity, Isolation",https://covers.openlibrary.org/b/id/7857027-L.jpg,An oil rig crew awakens an ancient underwater entity that begins possessing them one by one.,3.49,2345
Everything's Eventual,Stephen King,Horror,"Short story collection, Various horror, Modern settings, Supernatural",https://covers.openlibrary.org/b/id/8220591-L.jpg,"Fourteen stories including 'The Death of Jack Hamilton,' '1408,' and 'Autopsy Room Four.'",4.06,123456
Just After Sunset,Stephen King,Horror,"Short story collection, Contemporary horror, Various themes, Supernatural",https://covers.openlibrary.org/b/id/8220592-L.jpg,"Thirteen stories exploring fear, loss, and the supernatural in contemporary settings.",3.95,89234
Full Dark No Stars,Stephen King,Horror,"Novella collection, Dark crime, Revenge, Moral horror",https://covers.openlibrary.org/b/id/8220593-L.jpg,Four dark novellas about ordinary people driven to extraordinary acts of violence.,4.05,156789
The Bazaar of Bad Dreams,Stephen King,Horror,"Short story collection, Various horror, Modern life, Supernatural",https://covers.openlibrary.org/b/id/8220594-L.jpg,Twenty stories with each including an autobiographical introduction by King.,4.06,134567
Doctor Sleep,Stephen King,Horror,"Sequel to The Shining, Psychic vampires, Adult Danny, Recovery",https://covers.openlibrary.org/b/id/8220595-L.jpg,"Danny Torrance, now an adult alcoholic, must protect a young girl with psychic abilities from a group that feeds on 'the shining.'",4.09,345678
11/22/63,Stephen King,Horror,"Time travel, JFK assassination, Alternate history, Romance",https://covers.openlibrary.org/b/id/8220596-L.jpg,A teacher travels back in time to prevent the Kennedy assassination but finds the past doesn't want to be changed.,4.31,567890
Joyland,Stephen King,Horror,"Amusement park, Ghost, Coming of age, 1970s",https://covers.openlibrary.org/b/id/8220597-L.jpg,A college student takes a summer job at an amusement park haunted by the ghost of a murdered girl.,3.92,234567
Mr. Mercedes,Stephen King,Horror,"Crime thriller, Retired cop, Mass murder, Cat and mouse",https://covers.openlibrary.org/b/id/8220598-L.jpg,A retired detective is taunted by a killer who drove a Mercedes into a crowd of job seekers.,4.03,345678
Finders Keepers,Stephen King,Horror,"Crime thriller, Stolen manuscripts, Obsessive fan, Literary mystery",https://covers.openlibrary.org/b/id/8220599-L.jpg,"A boy finds stolen money and manuscripts from a murdered author, leading to deadly consequences.",3.93,234567
End of Watch,Stephen King,Horror,"Crime thriller, Supernatural revenge, Trilogy conclusion, Mind control",https://covers.openlibrary.org/b/id/8220600-L.jpg,"Brady Hartsfield, now in a vegetative state, gains supernatural powers and resumes his killing spree.",4.02,178234
The Outsider,Stephen King,Horror,"Supernatural crime, Shape-shifter, Police investigation, Small town",https://covers.openlibrary.org/b/id/10909993-L.jpg,"A beloved Little League coach is accused of a brutal murder, but evidence suggests he was in two places at once.",4,345678
The Institute,Stephen King,Horror,"Children with powers, Secret facility, Escape, Mind control",https://covers.openlibrary.org/b/id/10909994-L.jpg,Kidnapped children with psychic abilities are held in a secret facility for sinister experiments.,4.06,456789
